pH,Temperature,Humidity,Moisture,N,P,K,Semantic_Tag,Days_to_Ready
5.6,33.84,93.0,32.12,56,31,22,"P-deficiency, K-deficiency",41.684
5.7,41.87,46.59,37.53,17,21,51,"Healthy, P-deficiency",33.141
5.71,21.61,89.96,11.64,21,26,68,"N-deficiency, K-deficiency",63.963
5.03,39.6,38.07,35.65,17,39,80,"Healthy, Healthy",37.12
7.01,18.55,83.39,25.21,40,8,68,"N-deficiency, Healthy",52.077
5.91,30.65,32.41,36.05,46,22,65,"Healthy, Healthy",39.515
5.19,41.24,35.69,26.99,65,27,28,"N-deficiency, P-deficiency",42.908
7.45,28.19,75.2,24.88,58,43,62,"P-deficiency, P-deficiency",48.401
5.38,28.99,75.04,13.44,33,32,52,"Healthy, Healthy",59.49300000000001
7.59,39.6,29.12,13.93,52,6,79,"P-deficiency, Healthy",51.736
5.64,32.45,73.94,33.68,48,27,53,"N-deficiency, K-deficiency",41.051
5.93,33.15,29.89,24.09,38,36,77,"K-deficiency, K-deficiency",47.793000000000006
6.0,28.31,34.88,24.4,71,11,65,"K-deficiency, Healthy",49.825
6.68,31.72,84.76,25.52,32,14,65,"Healthy, K-deficiency",45.864000000000004
5.94,34.37,70.12,25.46,56,18,58,"Healthy, Healthy",46.067
6.92,37.67,43.02,17.75,26,23,49,"Pest-risk, N-deficiency",48.625
5.85,18.27,61.85,8.14,23,30,30,"K-deficiency, P-deficiency",68.153
7.52,34.82,75.97,12.09,54,23,84,"N-deficiency, N-deficiency",55.458
5.57,41.97,44.62,28.83,21,36,20,"Healthy, N-deficiency",40.31100000000001
6.29,23.36,32.32,28.96,50,12,37,"K-deficiency, P-deficiency",48.072
6.17,38.49,76.37,12.98,31,44,25,"P-deficiency, Pest-risk",53.53099999999999
5.79,37.82,61.45,29.33,71,39,22,"P-deficiency, P-deficiency",41.546
5.48,22.24,81.72,32.51,32,31,60,"N-deficiency, N-deficiency",47.412000000000006
6.05,20.24,26.58,14.93,48,12,31,"Healthy, K-deficiency",61.336000000000006
6.22,21.97,85.36,29.46,42,13,88,"K-deficiency, Healthy",48.507000000000005
6.47,29.9,26.67,19.08,27,13,54,"K-deficiency, P-deficiency",52.346000000000004
7.01,40.12,50.38,37.84,66,29,94,"K-deficiency, K-deficiency",31.188
6.61,25.81,74.12,33.45,61,31,72,"N-deficiency, P-deficiency",42.615
5.19,18.52,74.72,22.81,53,5,42,"Healthy, K-deficiency",57.612
5.48,24.2,65.73,23.4,18,30,83,"N-deficiency, N-deficiency",53.72
6.63,28.4,63.11,20.69,17,40,58,"K-deficiency, K-deficiency",51.48800000000001
5.07,37.37,56.42,16.99,24,32,71,"N-deficiency, K-deficiency",53.083000000000006
5.88,25.43,79.73,11.12,20,24,20,"Pest-risk, K-deficiency",62.129000000000005
7.36,19.35,25.64,18.51,44,33,74,"Healthy, P-deficiency",57.736999999999995
5.91,41.74,86.33,21.64,56,29,59,"K-deficiency, Pest-risk",45.498000000000005
5.22,19.29,81.52,35.03,60,33,69,"Pest-risk, Pest-risk",47.391
5.63,28.77,88.47,28.91,71,41,90,"Healthy, Healthy",46.727000000000004
5.39,25.13,66.44,26.45,49,27,22,"Healthy, K-deficiency",50.995
5.08,38.28,35.94,19.15,45,7,83,"K-deficiency, Healthy",50.88000000000001
5.01,37.14,69.72,20.8,20,44,29,"Pest-risk, P-deficiency",50.269999999999996
5.88,18.12,88.19,29.86,24,31,76,"K-deficiency, Pest-risk",50.792
5.97,34.4,84.75,17.39,45,38,51,"Pest-risk, P-deficiency",52.44800000000001
6.39,35.36,68.37,25.68,42,35,29,"K-deficiency, K-deficiency",44.496
7.83,20.51,71.56,35.51,19,21,68,"P-deficiency, K-deficiency",44.497
7.85,24.13,91.0,13.14,22,32,46,"N-deficiency, K-deficiency",60.623000000000005
6.06,41.93,56.29,23.72,40,28,48,"Pest-risk, N-deficiency",43.439
6.5,33.2,52.67,9.73,17,17,54,"P-deficiency, N-deficiency",58.116
7.58,26.41,28.68,12.07,29,11,48,"Pest-risk, Healthy",59.79900000000001
6.88,38.07,51.27,33.93,60,27,27,"Healthy, Healthy",35.561
7.06,32.22,78.21,25.77,15,26,20,"K-deficiency, P-deficiency",44.894
5.52,25.06,46.05,20.04,55,18,54,"P-deficiency, Pest-risk",55.898
6.85,39.65,73.73,8.01,40,22,84,"N-deficiency, Pest-risk",55.56700000000001
6.66,39.73,30.1,37.48,36,21,64,"Healthy, K-deficiency",32.331
7.38,27.42,43.22,16.23,16,11,21,"Healthy, P-deficiency",55.565999999999995
5.98,25.25,31.91,25.48,34,32,28,"Healthy, Healthy",50.531
6.61,40.09,59.95,8.1,35,32,81,"Healthy, N-deficiency",55.755
5.04,34.64,64.87,31.65,71,16,33,"Pest-risk, N-deficiency",42.78
5.14,22.73,68.63,34.06,33,17,63,"Healthy, K-deficiency",46.607
7.96,21.54,44.99,30.73,57,29,38,"Healthy, N-deficiency",48.066
6.56,41.23,40.42,35.37,49,23,52,"P-deficiency, Healthy",33.46900000000001
5.16,19.68,33.27,24.55,48,10,70,"Healthy, P-deficiency",55.699999999999996
5.78,31.03,64.93,8.6,42,39,31,"K-deficiency, Healthy",61.544999999999995
7.03,38.82,91.64,34.97,71,17,76,"Pest-risk, P-deficiency",34.174
6.61,31.94,86.02,14.44,60,25,43,"P-deficiency, Pest-risk",54.758
6.99,36.87,61.36,9.69,32,39,50,"N-deficiency, Healthy",55.333
7.13,33.97,79.95,11.13,27,16,30,"P-deficiency, Pest-risk",55.871
7.49,22.37,66.4,13.13,71,32,20,"Pest-risk, Pest-risk",60.791
5.54,25.42,74.48,29.62,41,30,58,"N-deficiency, Pest-risk",48.013999999999996
5.77,38.97,60.47,35.82,36,13,77,"P-deficiency, K-deficiency",35.819
6.12,27.22,54.95,21.96,54,21,22,"K-deficiency, Pest-risk",52.082
6.83,22.46,42.68,24.28,34,14,92,"K-deficiency, P-deficiency",51.18600000000001
5.44,41.96,49.52,19.68,56,8,52,"P-deficiency, K-deficiency",47.896
5.43,30.19,29.22,28.05,47,10,57,"N-deficiency, P-deficiency",47.105
7.6,34.93,54.51,21.22,55,41,66,"Healthy, N-deficiency",48.259
7.42,38.75,41.66,34.69,41,40,75,"N-deficiency, N-deficiency",35.21300000000001
6.17,36.42,34.48,9.28,49,30,57,"N-deficiency, N-deficiency",57.525999999999996
6.73,36.15,84.4,28.06,24,25,68,"N-deficiency, K-deficiency",41.517
7.35,34.35,30.02,25.21,66,12,22,"K-deficiency, N-deficiency",44.857
5.14,18.64,77.69,30.69,25,41,48,"Healthy, K-deficiency",51.348
5.96,41.37,66.44,18.14,54,44,91,"K-deficiency, Healthy",48.382999999999996
7.67,36.62,41.52,12.12,24,44,80,"P-deficiency, P-deficiency",54.834
5.59,23.53,76.94,8.92,33,44,93,"N-deficiency, Pest-risk",65.419
6.5,30.42,56.69,29.54,59,34,32,"N-deficiency, K-deficiency",43.658
7.8,30.07,65.24,15.04,44,17,65,"Healthy, P-deficiency",56.03300000000001
7.73,33.25,78.35,31.74,29,16,42,"N-deficiency, P-deficiency",40.943000000000005
6.26,36.42,89.29,10.31,55,14,69,"P-deficiency, Pest-risk",56.522000000000006
6.9,37.08,38.06,30.44,62,6,30,"Pest-risk, N-deficiency",38.808
7.21,19.21,43.68,20.07,53,20,85,"K-deficiency, Pest-risk",56.259
7.88,34.58,55.29,16.69,63,26,58,"N-deficiency, Pest-risk",52.618
6.15,26.63,26.12,19.07,45,41,51,"P-deficiency, N-deficiency",54.629000000000005
5.71,40.28,25.52,18.5,15,9,83,"K-deficiency, Pest-risk",49.14
7.61,26.94,73.49,26.93,65,14,26,"N-deficiency, N-deficiency",47.705999999999996
6.69,36.6,34.79,31.14,60,13,22,"P-deficiency, K-deficiency",38.908
6.99,37.74,55.72,34.88,72,8,33,"K-deficiency, N-deficiency",34.745999999999995
6.77,32.87,71.87,25.35,51,28,35,"N-deficiency, K-deficiency",45.245000000000005
6.6,29.71,37.66,18.7,50,30,86,"Healthy, P-deficiency",52.485
7.52,25.7,31.27,13.69,68,10,90,"K-deficiency, P-deficiency",58.738
7.05,26.64,25.12,28.61,66,16,44,"Pest-risk, K-deficiency",45.392
7.93,36.96,48.16,36.7,39,17,49,"Pest-risk, N-deficiency",35.519999999999996
6.87,21.42,77.19,27.78,55,13,42,"N-deficiency, K-deficiency",48.826
5.16,18.46,91.05,22.22,50,35,25,"Healthy, P-deficiency",58.174
7.58,26.81,48.56,11.37,41,31,20,"Healthy, Pest-risk",60.159000000000006
5.03,29.76,38.41,20.77,16,44,79,"P-deficiency, Pest-risk",53.943999999999996
5.16,18.67,77.16,14.9,51,41,36,"Pest-risk, N-deficiency",63.925000000000004
6.03,19.16,36.62,10.71,56,14,28,"K-deficiency, N-deficiency",65.292
5.7,35.69,36.59,10.48,72,20,49,"Healthy, Healthy",57.871
7.51,19.99,86.57,15.16,67,16,67,"Healthy, P-deficiency",60.397000000000006
7.33,18.71,55.11,23.27,56,25,82,"Healthy, K-deficiency",54.18899999999999
7.26,35.98,54.54,16.28,39,19,20,"K-deficiency, N-deficiency",51.006
6.99,39.76,93.09,9.23,31,36,61,"K-deficiency, N-deficiency",54.256
7.28,38.77,83.57,28.78,32,20,33,"Pest-risk, Healthy",39.650999999999996
5.96,40.69,81.49,30.68,69,39,61,"Healthy, Healthy",38.691
6.14,38.74,68.5,11.06,54,32,78,"N-deficiency, K-deficiency",55.001999999999995
5.04,30.1,59.93,8.92,18,40,78,"P-deficiency, P-deficiency",63.233999999999995
5.68,38.68,74.95,29.49,63,27,45,"K-deficiency, K-deficiency",41.208
6.77,28.32,46.34,10.48,50,29,50,"Healthy, P-deficiency",59.416000000000004
7.66,24.04,27.31,25.7,40,37,81,"Healthy, Pest-risk",50.24
5.67,34.19,34.18,29.34,58,14,48,"P-deficiency, Healthy",43.593
5.36,28.9,34.64,28.46,68,18,65,"Healthy, Healthy",47.562
5.49,25.66,37.17,11.42,47,12,88,"P-deficiency, N-deficiency",62.554
6.91,28.65,66.85,17.06,30,8,20,"Pest-risk, N-deficiency",53.707
7.12,30.24,78.05,35.42,24,35,24,"K-deficiency, Pest-risk",38.284
6.29,30.45,45.94,28.51,34,23,56,"Healthy, P-deficiency",44.887
6.17,31.02,37.84,13.13,66,36,64,"K-deficiency, N-deficiency",57.146
6.76,28.01,49.11,20.51,36,16,21,"P-deficiency, N-deficiency",51.56699999999999
6.42,24.4,27.03,37.1,50,21,63,"Pest-risk, Healthy",40.78
7.72,26.1,75.27,34.73,53,7,72,"P-deficiency, N-deficiency",42.106
5.65,30.98,93.56,15.6,34,40,28,"Pest-risk, Healthy",56.230000000000004
5.04,29.7,46.31,14.6,15,21,35,"Healthy, K-deficiency",58.89
6.0,21.52,83.52,30.25,29,24,22,"K-deficiency, Healthy",48.540000000000006
7.14,29.15,41.96,27.21,58,5,24,"Healthy, Pest-risk",45.437
7.6,40.12,66.28,11.4,42,27,85,"Pest-risk, P-deficiency",53.52000000000001
5.2,19.88,87.95,8.74,72,30,57,"Pest-risk, Healthy",68.168
6.54,40.42,84.18,31.33,57,33,92,"N-deficiency, Pest-risk",37.146
5.77,29.96,52.84,31.7,60,25,48,"Pest-risk, K-deficiency",43.620000000000005
7.41,32.19,56.4,24.69,55,24,69,"N-deficiency, K-deficiency",46.473
5.07,22.11,45.46,25.69,66,30,67,"Pest-risk, Healthy",53.753
7.06,29.08,58.46,18.69,62,16,59,"K-deficiency, N-deficiency",52.128
7.6,34.3,85.01,12.56,16,10,78,"N-deficiency, Pest-risk",55.501999999999995
6.73,18.31,45.41,25.35,52,34,20,"P-deficiency, P-deficiency",52.605
5.89,27.83,59.46,25.84,74,13,88,"N-deficiency, N-deficiency",49.133
7.36,31.27,52.65,16.84,51,32,51,"Pest-risk, Pest-risk",53.113
6.14,31.12,66.49,29.16,73,21,81,"P-deficiency, Healthy",44.332
6.99,37.4,38.32,22.98,74,33,84,"K-deficiency, Pest-risk",44.436
7.26,36.51,68.86,37.3,54,15,21,"Healthy, N-deficiency",33.925000000000004
6.64,20.37,78.23,16.14,20,23,45,"N-deficiency, P-deficiency",59.123
7.83,37.26,31.52,33.93,18,24,81,"Pest-risk, K-deficiency",37.386
6.19,36.17,61.38,33.02,23,34,40,"P-deficiency, Pest-risk",38.61899999999999
6.13,30.96,56.55,27.63,15,9,83,"Healthy, N-deficiency",45.656
6.82,30.16,38.68,18.58,47,38,26,"K-deficiency, N-deficiency",51.916000000000004
5.3,23.87,60.3,24.51,48,28,47,"N-deficiency, K-deficiency",53.357
5.86,20.15,54.8,27.35,74,35,38,"Healthy, Healthy",51.825
5.45,33.93,54.85,32.21,67,24,31,"Pest-risk, N-deficiency",41.867
6.39,38.92,81.33,18.69,27,27,42,"Pest-risk, P-deficiency",48.308
5.68,27.28,76.98,24.1,63,28,32,"N-deficiency, P-deficiency",51.22
5.84,29.83,40.48,35.79,27,40,69,"N-deficiency, K-deficiency",40.273
5.43,40.46,61.4,9.83,15,13,36,"P-deficiency, P-deficiency",56.54600000000001
5.16,38.23,42.62,19.38,52,5,50,"N-deficiency, K-deficiency",50.561
6.49,33.25,81.31,23.05,69,14,70,"P-deficiency, Healthy",47.455
7.09,38.08,72.11,26.53,61,43,35,"N-deficiency, Healthy",41.416
5.31,22.77,63.74,13.88,66,12,69,"N-deficiency, P-deficiency",62.391000000000005
7.72,31.45,79.23,29.19,27,9,82,"N-deficiency, N-deficiency",43.863
7.49,27.56,85.16,33.62,36,24,92,"P-deficiency, N-deficiency",41.804
6.34,22.06,53.11,18.37,44,9,93,"K-deficiency, Healthy",57.094
5.59,18.56,91.5,17.62,35,35,24,"K-deficiency, N-deficiency",60.943999999999996
6.72,38.26,66.5,31.4,17,28,88,"P-deficiency, Pest-risk",37.81
5.98,25.95,46.75,33.76,41,44,24,"N-deficiency, P-deficiency",43.557
6.26,28.02,52.9,16.93,27,40,40,"Healthy, N-deficiency",55.426
5.66,20.24,34.59,37.9,43,6,78,"Pest-risk, Pest-risk",43.74
7.39,26.22,67.03,12.32,33,20,74,"Pest-risk, Pest-risk",59.31400000000001
5.4,34.84,54.6,27.42,45,24,74,"P-deficiency, K-deficiency",45.343999999999994
6.97,36.6,79.11,22.24,40,28,92,"K-deficiency, P-deficiency",45.468
6.93,26.27,39.99,30.25,49,26,41,"N-deficiency, P-deficiency",44.305
6.31,41.95,66.07,26.01,74,27,36,"P-deficiency, P-deficiency",41.097
7.11,40.99,54.87,34.02,57,14,38,"P-deficiency, Pest-risk",34.009
6.77,22.28,64.53,36.91,70,23,52,"N-deficiency, P-deficiency",41.292
6.84,21.33,28.68,34.94,23,29,86,"K-deficiency, N-deficiency",43.203
6.9,31.09,31.89,10.86,28,22,44,"Pest-risk, P-deficiency",57.467
5.36,29.19,29.3,16.71,74,12,24,"N-deficiency, P-deficiency",56.817
5.09,26.23,77.83,24.97,57,35,84,"Healthy, Healthy",52.229
7.19,28.86,68.38,30.41,52,20,63,"Pest-risk, Healthy",43.122
5.68,27.27,54.6,34.27,21,13,44,"N-deficiency, Pest-risk",43.089
7.5,29.41,34.72,31.51,46,32,53,"N-deficiency, Pest-risk",42.587
6.4,26.0,52.79,18.34,51,6,65,"N-deficiency, Pest-risk",55.028000000000006
6.34,32.64,62.36,20.41,27,5,36,"Pest-risk, N-deficiency",50.172000000000004
5.38,24.8,90.13,27.85,35,11,85,"Healthy, Pest-risk",50.06
7.93,41.03,33.19,23.48,28,24,53,"P-deficiency, P-deficiency",44.061
6.75,34.11,31.22,30.71,22,21,27,"N-deficiency, N-deficiency",40.377
5.32,23.69,65.25,10.53,36,31,78,"Healthy, Pest-risk",64.59100000000001
7.05,38.71,46.66,19.07,42,37,87,"Pest-risk, P-deficiency",46.989
6.67,38.05,27.24,22.67,55,25,40,"Healthy, Pest-risk",44.999
6.56,27.5,93.14,20.25,56,12,80,"Healthy, N-deficiency",52.43
6.51,41.07,33.19,26.09,21,10,49,"N-deficiency, Pest-risk",41.073
6.99,37.58,52.21,16.01,53,41,70,"Pest-risk, P-deficiency",49.922
6.24,35.45,48.76,37.93,49,12,45,"N-deficiency, Healthy",34.95099999999999
6.93,35.38,77.91,36.74,60,5,93,"Healthy, N-deficiency",34.558
6.56,32.45,61.3,19.59,17,14,52,"N-deficiency, K-deficiency",50.483000000000004
5.75,33.6,31.93,10.41,42,22,84,"N-deficiency, Pest-risk",58.872
7.96,28.66,65.16,23.68,38,41,47,"Pest-risk, P-deficiency",50.146
7.81,18.64,51.06,36.3,23,36,63,"P-deficiency, Healthy",44.76
7.22,30.77,82.42,24.11,51,44,25,"Pest-risk, Pest-risk",47.267
5.78,33.86,79.13,20.37,22,30,28,"N-deficiency, K-deficiency",50.714
6.71,30.64,39.42,36.94,41,6,92,"K-deficiency, Healthy",37.208
7.62,41.99,64.58,27.64,51,6,91,"Pest-risk, Pest-risk",39.633
6.55,29.02,30.86,26.68,55,35,57,"N-deficiency, P-deficiency",46.546
7.56,38.08,49.31,23.34,49,15,59,"P-deficiency, P-deficiency",44.908
6.25,21.7,77.04,32.84,42,25,55,"K-deficiency, N-deficiency",45.878
7.91,34.35,77.61,12.02,43,11,60,"Pest-risk, N-deficiency",56.529
7.22,21.85,57.3,8.09,55,22,87,"N-deficiency, Pest-risk",64.54299999999999
5.7,29.12,80.77,26.91,24,32,47,"Healthy, Healthy",48.012
7.41,22.43,51.13,14.74,32,15,38,"P-deficiency, N-deficiency",59.312999999999995
7.16,24.95,57.11,8.68,38,9,47,"K-deficiency, Healthy",62.401
6.09,24.21,44.68,11.6,31,33,70,"N-deficiency, Healthy",61.934999999999995
5.48,26.56,93.47,28.17,66,19,35,"P-deficiency, P-deficiency",48.724
7.17,36.71,39.13,34.64,58,26,55,"Healthy, N-deficiency",35.772999999999996
6.65,32.61,32.21,18.85,52,19,46,"Healthy, K-deficiency",50.815
6.43,19.04,50.46,9.6,62,17,67,"Pest-risk, Healthy",65.44
5.43,18.81,51.51,31.25,52,11,90,"Pest-risk, N-deficiency",50.235
5.84,27.33,78.97,19.62,54,17,44,"K-deficiency, Healthy",54.459
5.58,23.29,27.61,25.96,51,25,58,"Pest-risk, Healthy",51.92700000000001
6.99,39.54,64.77,9.74,37,22,84,"Pest-risk, P-deficiency",53.958
6.34,22.43,77.22,26.49,44,21,31,"Healthy, N-deficiency",50.413000000000004
7.71,24.3,54.12,21.25,40,21,23,"P-deficiency, N-deficiency",53.77
5.32,28.67,71.18,12.57,18,6,90,"K-deficiency, Pest-risk",60.469
7.68,40.01,44.83,23.38,31,43,28,"P-deficiency, Healthy",44.151
7.75,29.6,74.27,30.66,25,17,45,"N-deficiency, K-deficiency",43.672
7.6,29.79,48.26,13.34,32,22,85,"Healthy, P-deficiency",57.132999999999996
7.12,24.29,89.96,15.34,50,40,36,"Pest-risk, K-deficiency",57.323
5.57,18.49,25.45,23.65,51,27,88,"P-deficiency, Pest-risk",56.19500000000001
5.27,27.48,64.79,15.63,27,44,59,"K-deficiency, N-deficiency",58.716
6.83,28.05,27.81,22.41,26,16,44,"Pest-risk, Pest-risk",49.887
6.21,21.88,33.79,23.81,62,12,70,"P-deficiency, P-deficiency",53.092
7.6,35.8,78.39,11.23,34,21,42,"P-deficiency, Healthy",55.816
7.62,23.26,56.81,11.5,43,40,89,"Pest-risk, Pest-risk",61.910000000000004
6.16,19.4,72.29,8.32,19,41,82,"K-deficiency, K-deficiency",66.82400000000001
7.55,24.2,25.15,28.85,73,9,72,"K-deficiency, K-deficiency",47.42
7.77,29.97,60.57,15.29,63,39,73,"K-deficiency, P-deficiency",55.823
5.98,31.19,82.08,32.77,33,24,68,"Pest-risk, K-deficiency",41.729
7.94,26.99,52.84,25.79,35,35,66,"Pest-risk, Pest-risk",49.25300000000001
6.83,29.73,37.72,35.11,31,28,43,"Pest-risk, P-deficiency",38.887
7.44,26.02,90.18,16.16,22,22,32,"Pest-risk, Pest-risk",56.44200000000001
5.78,22.26,70.56,20.93,37,31,85,"Healthy, Pest-risk",56.065999999999995
5.38,36.27,38.8,15.66,16,8,78,"Pest-risk, Healthy",54.077000000000005
7.3,41.53,28.11,33.66,52,23,50,"Pest-risk, K-deficiency",34.407000000000004
5.9,38.65,64.65,8.2,65,11,49,"K-deficiency, Pest-risk",57.815
5.71,26.56,28.39,25.17,24,19,65,"K-deficiency, K-deficiency",50.664
6.25,25.1,32.61,16.5,55,40,68,"N-deficiency, K-deficiency",57.25
5.66,22.07,75.36,30.01,37,14,88,"Healthy, K-deficiency",49.137
7.25,22.22,72.12,13.93,41,40,64,"N-deficiency, N-deficiency",59.746
6.61,24.07,54.65,12.52,30,42,71,"P-deficiency, P-deficiency",60.229000000000006
7.19,38.56,83.71,33.92,63,20,78,"Pest-risk, Healthy",35.464
7.18,25.1,70.58,20.41,34,22,46,"P-deficiency, P-deficiency",52.982
5.57,31.73,79.41,36.63,25,15,78,"P-deficiency, Healthy",39.190999999999995
5.72,28.63,56.59,15.67,16,29,47,"Pest-risk, Healthy",57.209
5.2,40.96,86.84,28.72,58,20,54,"K-deficiency, N-deficiency",41.644
6.7,22.07,78.85,25.05,41,13,67,"N-deficiency, Healthy",51.025
6.93,27.9,85.43,22.43,23,44,83,"P-deficiency, Pest-risk",49.746
6.73,20.49,78.62,24.25,27,19,35,"Healthy, Pest-risk",52.395
7.6,21.88,74.21,36.53,27,38,60,"Pest-risk, Healthy",42.536
6.32,27.33,81.73,37.7,15,11,80,"K-deficiency, P-deficiency",39.035
7.01,33.21,58.39,11.71,52,8,48,"N-deficiency, N-deficiency",55.547
5.62,27.78,29.29,24.42,40,10,45,"P-deficiency, N-deficiency",50.833999999999996
7.68,19.5,79.76,34.98,40,18,58,"Healthy, Pest-risk",45.126000000000005
6.12,24.2,29.59,18.67,38,16,92,"P-deficiency, K-deficiency",56.224
6.81,36.41,86.56,14.5,19,17,65,"N-deficiency, P-deficiency",52.07500000000001
7.2,18.15,49.43,12.38,70,13,66,"K-deficiency, P-deficiency",62.921
6.11,33.42,50.29,35.29,52,43,65,"K-deficiency, P-deficiency",38.338
7.58,34.83,48.26,12.33,50,29,46,"K-deficiency, N-deficiency",55.381
5.19,38.24,36.86,33.5,18,8,89,"Healthy, Pest-risk",39.199999999999996
6.43,38.62,52.81,18.52,74,17,51,"P-deficiency, Pest-risk",48.514
6.82,29.84,36.47,34.16,57,20,81,"N-deficiency, Pest-risk",39.612
5.48,36.44,61.37,36.62,21,23,61,"Pest-risk, P-deficiency",37.024
7.66,19.85,81.16,14.03,58,25,87,"K-deficiency, Pest-risk",61.671
7.37,37.15,38.34,23.75,17,32,35,"Pest-risk, Healthy",44.665
7.69,29.64,91.24,25.4,73,16,26,"N-deficiency, Healthy",47.74
7.26,34.34,91.81,9.74,25,43,76,"K-deficiency, Healthy",57.05799999999999
6.79,31.37,50.44,29.72,30,10,64,"N-deficiency, P-deficiency",42.459
5.51,28.27,45.93,23.41,74,28,52,"P-deficiency, K-deficiency",51.617000000000004
7.59,36.68,28.41,26.32,42,26,75,"P-deficiency, Healthy",43.284
6.44,21.54,93.51,12.91,24,37,24,"N-deficiency, N-deficiency",61.522
6.72,27.09,94.88,23.1,48,33,78,"K-deficiency, Pest-risk",50.035000000000004
7.59,30.88,50.52,8.15,57,11,52,"K-deficiency, P-deficiency",60.720000000000006
5.03,30.32,27.8,35.25,23,32,26,"Healthy, K-deficiency",42.08
5.17,26.39,57.37,25.66,72,7,32,"Pest-risk, Pest-risk",51.437
6.9,22.26,63.31,34.26,54,7,58,"N-deficiency, Healthy",43.162
7.78,28.83,63.51,18.44,37,39,26,"K-deficiency, Pest-risk",53.893
7.52,34.26,49.88,33.06,68,26,71,"Pest-risk, Pest-risk",38.962
6.19,24.77,90.77,25.58,43,26,64,"Healthy, P-deficiency",50.271
7.31,38.55,90.19,16.19,16,16,89,"N-deficiency, K-deficiency",49.893
7.43,34.39,38.68,9.78,51,27,21,"Pest-risk, N-deficiency",57.341
7.7,21.71,47.51,8.19,24,18,71,"Healthy, Pest-risk",65.493
5.78,18.35,66.79,32.22,66,24,47,"K-deficiency, K-deficiency",48.989
7.81,31.52,54.75,15.12,34,20,70,"N-deficiency, P-deficiency",55.264
7.76,41.85,62.74,15.46,27,14,78,"Pest-risk, Healthy",49.727000000000004
7.66,21.55,68.62,32.15,54,18,41,"N-deficiency, K-deficiency",46.325
6.59,26.29,92.68,30.46,19,23,82,"Pest-risk, P-deficiency",44.807
7.12,28.08,32.14,32.91,47,18,23,"N-deficiency, P-deficiency",41.37200000000001
6.87,19.3,65.07,30.13,55,31,92,"Healthy, Healthy",48.006
6.78,23.72,66.94,20.25,26,21,49,"Pest-risk, Pest-risk",53.879999999999995
6.11,22.06,53.64,9.07,24,27,45,"K-deficiency, P-deficiency",64.994
6.21,31.51,86.77,28.08,43,26,74,"N-deficiency, Pest-risk",44.861
7.25,39.9,29.14,18.73,31,18,22,"Pest-risk, K-deficiency",47.066
6.34,39.45,27.65,8.44,46,6,73,"Pest-risk, Pest-risk",56.343
7.33,39.95,80.62,22.96,49,17,81,"K-deficiency, P-deficiency",43.817
6.39,19.17,37.75,31.57,26,13,31,"Pest-risk, P-deficiency",47.879
6.74,29.08,48.58,23.25,73,25,36,"P-deficiency, N-deficiency",48.879999999999995
6.59,19.03,25.81,9.62,44,11,64,"K-deficiency, N-deficiency",65.10900000000001
5.8,37.74,82.38,35.83,45,36,76,"Healthy, P-deficiency",36.366
6.92,23.89,52.71,19.32,54,17,68,"N-deficiency, K-deficiency",54.259
6.74,21.91,49.69,17.3,45,36,64,"Healthy, Healthy",57.22500000000001
7.21,35.85,76.67,18.98,44,44,40,"Healthy, K-deficiency",48.81100000000001
6.31,21.14,60.26,29.22,43,36,67,"Healthy, N-deficiency",48.934000000000005
5.86,28.75,68.36,9.74,58,15,30,"K-deficiency, Pest-risk",61.613
7.03,31.14,43.67,36.13,60,29,58,"Pest-risk, K-deficiency",37.086
7.97,37.94,61.55,11.33,55,5,31,"N-deficiency, P-deficiency",55.406000000000006
6.7,40.08,79.35,10.02,35,16,42,"Pest-risk, N-deficiency",54.044000000000004
6.88,25.55,44.39,27.33,42,7,75,"P-deficiency, N-deficiency",47.101000000000006
7.21,28.9,52.78,28.38,64,36,23,"K-deficiency, P-deficiency",44.766000000000005
5.65,41.96,52.9,16.5,42,21,77,"Pest-risk, K-deficiency",50.019999999999996
5.04,40.95,45.09,36.02,63,27,63,"Healthy, N-deficiency",36.129
7.04,19.04,59.21,37.23,16,10,29,"K-deficiency, Healthy",42.276
5.66,37.83,60.29,26.4,71,31,87,"Pest-risk, Healthy",44.145
6.13,40.94,86.38,34.58,74,34,41,"Pest-risk, P-deficiency",35.106
7.46,41.24,93.94,28.81,54,8,46,"Healthy, Pest-risk",38.752
7.53,33.99,35.79,18.88,32,15,80,"Healthy, K-deficiency",50.461
5.41,34.01,68.52,20.64,70,40,28,"P-deficiency, Healthy",51.163000000000004
7.6,32.3,42.92,17.35,46,15,30,"K-deficiency, Pest-risk",52.67
